Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.Tutorials.StudioTour3.anchor_Title,,,Fix the ramp in place,Fix the ramp in place,,Rampe fixieren,Arregla la rampa en su lugar,Corriger la rampe en place,रैंप को सही तरीके से फ़िक्स करें,Pastikan bidang miring tetap di tempatnya,Fissa la rampa in posizione,傾斜路を固定,경사로 고정하기,Unieruchamianie rampy,Coloque a rampa no lugar,,ติดให้ทางลาดอยู่กับที่,Rampayı sabitle,Cố định đường dốc trong địa điểm,,,固定空間中的斜坡
Studio.Tutorials.StudioTour3.saveProject_Compliment,,,Ready to go!,Ready to go!,,Es kann losgehen!,¡Listo!,Prêt à partir !,तैयार!,Siap dimainkan!,Pronto per l'uso!,準備完了！,준비가 끝났어요!,Gotowe!,Pronto para começar!,,พร้อมที่จะลุย!,Hazırsın!,Sẵn sàng chơi!,,,準備好出發了！
Studio.Tutorials.StudioTour3.anchor_Description,,,"If the ramp isn't Anchored, gravity will cause it to slip off the end of the slide when you playtest.<br/><br/>With the ramp selected, click Anchor.","If the ramp isn't Anchored, gravity will cause it to slip off the end of the slide when you playtest.<br/><br/>With the ramp selected, click Anchor.",,"Wenn die Rampe nicht verankert ist, rutscht sie durch die Schwerkraft vom Ende der Rutsche, während du sie im Spiel testest.<br/><br/>Klicke bei ausgewählter Rampe auf 'Verankern'.","Si la rampa no está Anclada, la gravedad hará que se deslice por el extremo del tobogán cuando hagas la prueba de juego.<br/><br/>Con la rampa seleccionada, haz clic en Anclar.","Si la rampe n'est pas ancrée, la gravité la fera glisser de l'extrémité du toboggan lorsque tu feras un playtest.<br/><br/>La rampe étant sélectionnée, clique sur Ancrer.","अगर रैंप ऐंकर नहीं होगा, तो प्ले-टेस्ट के दौरान, गुरुत्वाकर्षण के कारण स्लाइड के अंत तक फिसल जाएगा.<br/><br/>रैंप चुनने के बाद, 'ऐंकर' पर क्लिक करें.","Jika bidang miring tidak Dijangkarkan, gravitasi akan membuatnya bergeser dari ujung perosotan saat kamu melakukan playtest.<br/><br/>Saat bidang miring dipilih, klik Jangkar.","Se la rampa non è ancorata, la gravità la farà scivolare dall'estremità dello scivolo durante il test.<br/><br/>Dopo aver selezionato la rampa, clicca su Ancora.",傾斜路が固定されていない場合、プレイテストで重力によってすべり台の端から外れてしまいます。<br/><br/>傾斜路が選択された状態で固定（Anchor）をクリックします。,경사로를 고정하지 않으면 플레이테스트 시 미끄럼틀 끝에서 미끄러져 나갑니다.<br/><br/>경사로를 선택한 다음 '고정'을 클릭하세요.,"Jeśli rampa nie będzie zakotwiczona, grawitacja sprawi, że podczas testu rozgrywki ześliźnie się z końca zjeżdżalni.<br/><br/>Po zaznaczeniu rampy kliknij opcję Kotwiczenie.","Se a rampa não estiver ancorada, a gravidade fará com que ela deslize do final do deslizador durante o teste.<br/><br/>Com a rampa selecionada, clique em Âncora.",,หากไม่ได้ตรึงทางลาดไว้ แรงดึงดูดจะทำให้มันลื่นหลุดออกไปที่ปลายสไลด์เมื่อคุณทดลองเล่น<br/><br/>เมื่อเลือกทางลาดแล้ว ให้คลิกที่ตรึง,Rampa sabitlenmemişse test ettiğinde yer çekimi nedeniyle kaydırağın ucundan kayıp gider.<br/><br/>Rampa seçiliyken Sabitle seçeneğine tıkla.,"Nếu đường dốc không được Neo, trọng lực sẽ khiến đường dốc tuột khỏi đoạn cuối đường trượt khi bạn chơi thử.<br/><br/>Với đoạn dốc đã chọn, hãy nhấp chuột vào Neo.",,,如果沒有固定斜坡，您在試玩時，重力將使斜坡滑落滑梯終點。<br/><br/>選擇斜坡後，按下「固定」。
Studio.Tutorials.StudioTour3.explorer_Title,,,Explorer,Explorer,,Explorer,Explorador,Explorer,एक्सप्लोरर,Eksplorer,Esploratore,エクスプローラ,탐색기,Eksplorator,Explorador,,การสำรวจ,Gezgin,Trình Khám Phá,,,總管
Studio.Tutorials.StudioTour3.select_Compliment,,,Got it 💪,Got it 💪,,Geschafft 💪,¡Bien hecho! 💪,J'ai compris 💪,ठीक है 💪,Kamu bisa 💪,Capito 💪,了解 💪,그렇죠 💪,Dajesz radę 💪,Entendi 💪,,เข้าใจแล้ว 💪,Kaptın 💪,Đã hiểu 💪,,,搞定 💪
Studio.Tutorials.StudioTour3.topic_properties,,,Properties,Properties,,Eigenschaften,Propiedades,Propriétés,प्रॉपर्टीज़,Properti,Proprietà,プロパティ,속성,Właściwości,Propriedades,,คุณสมบัติ,Özellikler,Thuộc Tính,,,屬性
Studio.Tutorials.StudioTour3.select_Description,,,The Workspace displays everything in your 3D world. Select the ball in the Workspace.,The Workspace displays everything in your 3D world. Select the ball in the Workspace.,,Der Arbeitsbereich zeigt alles in deiner 3D-Welt an. Wähle den Ball im Arbeitsbereich aus.,El Workspace muestra todo en tu mundo 3D. Selecciona la bola en él.,Workspace affiche tout ce qui se trouve dans ton monde 3D. Sélectionner la balle dans l'espace de travail.,Workspace आपकी 3D दुनिया में सब कुछ डिस्प्ले करता है. Workspace में बॉल चुनें.,Workspace menampilkan semua yang ada dunia 3D kamu. Pilih bola yang ada di Workspace.,L'area di lavoro mostra tutto ciò che è presente nel tuo mondo 3D. Seleziona la palla nell'area di lavoro.,ワークスペースには、3D世界のすべてが表示されます。ワークスペースでボールを選択します。,작업 공간은 내 3D 월드에 있는 모든 것을 표시합니다. 작업 공간에서 공을 선택하세요.,"W przestrzeni roboczej widoczne jest wszystko, co znajduje się w twoim trójwymiarowym świecie. Zaznacz kulę w przestrzeni roboczej.",A área de trabalho exibe tudo no seu mundo 3D. Selecione a bola na área de trabalho.,,Workspace จะแสดงทุกอย่างในโลก 3D ของคุณ ให้เลือกลูกบอลใน Workspace,"Atölye, 3B dünyandaki her şeyi gösterir. Atölyede topu seç.",Không Gian Làm Việc sẽ hiển thị mọi đối tượng trong thế giới 3D của bạn. Hãy chọn bóng trong Không Gian Làm Việc.,,,工作區顯示您 3D 世界中的一切內容。在工作區中選擇球。
Studio.Tutorials.StudioTour3.properties_Title,,,Properties,Properties,,Eigenschaften,Propiedades,Propriétés,प्रॉपर्टीज़,Properti,Proprietà,プロパティ,속성,Właściwości,Propriedades,,คุณสมบัติ,Özellikler,Thuộc Tính,,,屬性
Studio.Tutorials.StudioTour3.speed_Title,,,Change Speed,Change Speed,,Geschwindigkeit ändern,Cambia la velocidad,Changer de vitesse,स्पीड बदलें,Ubah Kecepatan,Cambia Velocità,速度を変更,속도 변경,Zmienianie szybkości,Mudar velocidade,,การเปลี่ยนแปลงความเร็ว,Hızı değiştir,Thay Đổi Tốc Độ,,,變更速度
Studio.Tutorials.StudioTour3.topic_explorer,,,Explorer,Explorer,,Explorer,Explorador,Explorer,एक्सप्लोरर,Eksplorer,Esploratore,エクスプローラ,탐색기,Eksplorator,Explorador,,การสำรวจ,Gezgin,Trình Khám Phá,,,總管
Studio.Tutorials.StudioTour3.saveProject_Title,,,Save your project,Save your project,,Projekt speichern,Guarda tu proyecto,Sauvegarder ton projet,अपना प्रोजेक्ट सेव करें,Simpan proyekmu,Salva il progetto,プロジェクトを保存,프로젝트 저장,Zapisywanie projektu,Salve seu projeto,,บันทึกโปรเจ็กต์ของคุณ,Projeni kaydet,Lưu dự án của bạn,,,儲存專案
Studio.Tutorials.StudioTour3.saveProject_Description,,,"Before you playtest, click Save to save your project so you don't lose your progress. You can open your saved projects from the Start screen.","Before you playtest, click Save to save your project so you don't lose your progress. You can open your saved projects from the Start screen.",,"Bevor du das Spiel testest, klicke auf 'Speichern', um dein Projekt zu speichern, damit du deinen Fortschritt nicht verlierst. Du kannst deine gespeicherten Projekte über den Startbildschirm öffnen.","Antes de jugar, haz clic en Guardar para guardar el proyecto y no perder tu progreso. Puedes abrir tus proyectos guardados desde la pantalla de Inicio.","Avant de procéder au playtest, clique sur Enregistrer pour sauvegarder ton projet afin de ne pas perdre tes progrès. Tu peux ouvrir tes projets sauvegardés à partir de l'écran de démarrage.","प्ले-टेस्ट करने से पहले, अपने प्रोजेक्ट को सेव करने के लिए 'सेव करें' पर क्लिक करें, ताकि आप अपनी प्रगति खो न दें. सेव किए गए प्रोजेक्ट, 'स्टार्ट' स्क्रीन से खोले जा सकते हैं.","Sebelum memulai playtest, klik Simpan untuk menyimpan proyek sehingga progresmu tidak hilang. Proyek tersimpan bisa dibuka dari layar Mulai.","Prima di eseguire il test, clicca su ""Salva"" per salvare il progetto e non perdere i progressi. Puoi aprire i progetti salvati dalla schermata d'inizio.",プレイテストする前に、[保存] をクリックして作業した内容が消失しないようにプロジェクトを保存してください。開始画面から保存済みのプロジェクトを開くことができます。,플레이테스트를 시작하기 전에 진행 상황을 잃지 않도록 프로젝트를 저장하세요. 시작 화면에서 저장한 프로젝트를 열 수 있습니다.,"Zanim przetestujesz rozgrywkę, kliknij przycisk Zapisz, aby zapisać projekt. Dzięki temu nie utracisz postępów. Zapisane projekty można otwierać z ekranu startowego.","Antes de realizar o teste, clique em Salvar para salvar o seu projeto para que não perca o seu progresso. Você pode abrir seus projetos salvos na tela inicial.",,ก่อนที่คุณจะทดลองเล่น ให้คลิกที่บันทึก เพื่อบันทึกโปรเจ็กต์ของคุณเพื่อให้คุณไม่เสียความคืบหน้าของคุณ คุณสามารถเปิดโปรเจ็กต์ที่บันทึกไว้ของคุณได้จากหน้าจอเริ่มต้น,Oynanış testinden önce ilerlemeni kaybetmemek için Kaydet seçeneğine tıklayarak projeni kaydet. Kayıtlı projelerini Başlangıç ekranından açabilirsin.,"Trước khi chơi thử, hãy nhấn chuột vào Lưu để lưu dự án của bạn và không bị mất tiến trình. Bạn có thể mở các dự án đã lưu của mình từ màn hình Bắt Đầu.",,,試玩前，按下「儲存」來儲存您的專案，這樣就不會失去進度。您可以從「開始」畫面開啟您儲存的專案。
Studio.Tutorials.StudioTour3.playtest2_Title,,,Time to test,Time to test,,Zeit zum Testen,Hora de probar,Délai de test,टेस्ट करने का समय आ गया है,Saatnya menguji,Esegui il test,次はテストです,테스트할 시간,Testowanie,Hora de testar,,ได้เวลาทดสอบ,Test zamanı,Đến lúc chơi thử,,,測試時間
Studio.Tutorials.StudioTour3.playtest2_Description,,,"Finally, click the Play button to playtest. See if your ramp can get you to the target!","Finally, click the Play button to playtest. See if your ramp can get you to the target!",,"Zum Schluss klickst du auf die Schaltfläche 'Spielen', um das Spiel zu testen. Schau, ob du mithilfe deiner Rampe das Ziel erreichen kannst!","Finalmente, haz clic en el botón Jugar para probar. Prueba la rampa para ver si das en el blanco.","Enfin, cliquer sur le bouton Jouer pour jouer. Vérifier si ta rampe peut t'amener à la cible !","अंत में, प्ले-टेस्ट के लिए 'प्ले' बटन पर क्लिक करें. देखें कि आपका रैंप आपको टार्गेट तक पहुँचा सकता है या नहीं!","Terakhir, klik tombol Main untuk memulai playtest. Lihat apakah bidang miringmu mampu membawamu mencapai target!","A questo punto, clicca sul pulsante Riproduci per eseguire il test di giocabilità. Vedi se con la rampa puoi raggiungere il bersaglio!",最後に、プレイボタンをクリックしてプレイテストします。傾斜路を使って目的地にたどり着けるか見てみましょう！,"자, 이제 '재생' 버튼을 눌러 플레이테스트를 시작하세요. 경사로가 나를 표적까지 갈 수 있게 해줄지 확인해 볼까요?","Na koniec, aby przetestować rozgrywkę, kliknij przycisk Zagraj. Sprawdź, czy rampa umożliwi dotarcie do celu!","Finalmente, clique no botão Jogar para jogar. Veja se sua rampa pode levar você ao alvo!",,สุดท้ายนี้ คลิกที่ปุ่มเล่นเพื่อทำการทดลองเล่น ดูว่าทางลาดของคุณจะช่วยให้คุณไปชนเป้าหมายได้หรือไม่!,Son olarak da Oyna düğmesini kullanarak testi başlat. Bakalım rampan seni hedefe ulaştırabilecek mi?,"Cuối cùng, hãy nhấp chuột vào nút Chơi để chơi thử. Hãy xem đường dốc của bạn có thể đưa bạn đến địa điểm mục tiêu hay không thôi nào!",,,最後，按下「遊玩」按鈕來試玩。看看您的斜坡能否讓您抵達目標！
Studio.Tutorials.StudioTour3.stopPlaytest2_Title,,,Finish playtesting,Finish playtesting,,Spieltest beenden,Termina la prueba,Terminer le test de lecture,प्ले-टेस्टिंग प्रोसेस को पूरा करें,Selesai melakukan playtest,Termina test,プレイテストを終了,플레이테스트 완료하기,Kończenie testowania rozgrywki,Terminar o teste,,จบการทดลองเล่น,Oynanış testini tamamla,Kết thúc chơi thử,,,完成試玩
Studio.Tutorials.StudioTour3.stopPlaytest2_Description,,,"Can you hit the bullseye? When you're ready, press Stop to go back to editing your place.","Can you hit the bullseye? When you're ready, press Stop to go back to editing your place.",,"Kannst du das Ziel treffen? Wenn du fertig bist, drücke auf 'Stopp', um zur Bearbeitung deines Ortes zurückzukehren.","¿Puedes dar en la diana? Cuando estés listo, presiona Detener para regresar a la edición de tu lugar.","Peux-tu atteindre la cible ? Lorsque tu es prêt, appuie sur Stop pour revenir à l'édition de ta place.","बुल्सआई को हिट करना आता है? जब आप तैयार हों, तो वापस जाकर अपने प्लेस को एडिट करने के लिए 'स्टॉप' दबाएँ.","Mampukah kamu tepat mengenai target? Jika kamu sudah siap, tekan Berhenti untuk kembali mengedit tempatmu.","Riesci a colpire il bersaglio? Quando hai finito, premi Stop per tornare a modificare il tuo posto.",的に当てられますか？準備ができたら、[停止] を押してプレースの編集に戻ります。,표적을 맞힐 수 있나요? 준비되면 '중지'를 눌러 플레이스를 계속 편집하세요.,"Udało ci się trafić w cel? Gdy wszystko będzie gotowe, naciśnij przycisk Stop, aby wrócić do edytowania miejsca.","Você consegue acertar o alvo? Quando estiver pronto, pressione Parar para voltar para editar seu lugar.",,คุณจะสามารถชนเป้าหมายได้หรือไม่? เมื่อคุณพร้อมแล้ว กดหยุดเพื่อกลับไปยังการแก้ไขสถานที่ของคุณ,Hedefi vurabilecek misin? Hazır olduğunda Durdur seçeneğini kullanarak mekânını düzenlemeye dön.,"Bạn có thể bắn trúng đích không? Khi đã sẵn sàng, hãy nhấn Dừng để quay lại giai đoạn chỉnh sửa địa điểm của bạn.",,,您能擊中中心點嗎？準備好後就按下「停止」來返回並編輯您的空間。
Studio.Tutorials.StudioTour3.complete_Description,,,"Try changing your ramp to another angle, or make it longer or shorter. When you're happy with your ramp and want to complete the tour, press Finish on this window. You can always come back by opening the project again from the Start page.","Try changing your ramp to another angle, or make it longer or shorter. When you're happy with your ramp and want to complete the tour, press Finish on this window. You can always come back by opening the project again from the Start page.",,"Versuche, deine Rampe in einen anderen Winkel zu bringen oder sie länger oder kürzer zu machen. Wenn du mit deiner Rampe zufrieden bist und die Tour beenden möchtest, drücke in diesem Fenster auf 'Beenden'. Du kannst jederzeit zurückkehren, indem du das Projekt über die Startseite erneut öffnest.","Prueba a cambiar tu rampa a otro ángulo, o a hacerla más larga o más corta. Cuando estés satisfecho con tu rampa y quieras completar el tour, presiona Finalizar en esta ventana. Siempre puedes volver abriendo de nuevo el proyecto desde la página Inicio.","Essaie de changer l'angle de ta rampe ou de la rendre plus longue ou plus courte. Lorsque tu es satisfait de ta rampe et que tu veux terminer la visite, appuie sur Terminer dans cette fenêtre. Tu peux toujours revenir en ouvrant à nouveau le projet à partir de la page de démarrage.","अपने रैंप का कोण बदलने का प्रयास करें, या इसे लंबा या छोटा बनाएँ. जब आप अपने रैंप से खुश हों और टूर पूरा करना चाहें, तो इस विंडो पर 'समाप्त करें' दबाएँ. 'स्टार्ट करें' पेज से फिर से प्रोजेक्ट खोलकर कभी भी वापस आया जा सकता है.","Coba ubah sudut bidang miring, coba juga memperpanjang atau memperpendeknya. Jika sudah puas dengan bidang miringmu dan ingin menyelesaikan tur, tekan Selesai di jendela ini. Kamu bisa kembali kapan saja dengan membuka lagi proyek dari halaman Mulai.","Prova a regolare la rampa da un'altra angolazione o a renderla più lunga o più corta. Quando le modifiche apportate alla rampa ti soddisfano e vuoi completare il tour, premi Fine in questa finestra. Puoi tornare qui in qualsiasi momento aprendo nuovamente il progetto dalla pagina iniziale.",傾斜路を違う角度に変更したり、長くしたり短くしたりしてみてください。傾斜路の調整が完了したら、見学を終了して、このウィンドウを [終了] してください。[開始] ページからプロジェクトを開けば、いつでも戻れます。,경사로의 각도를 변경하거나 길이를 조절해 보세요. 경사로가 만족스럽고 투어를 완료하고 싶다면 이 창의 '완료'를 누르세요. 언제든 시작 페이지에서 이 프로젝트를 열어 돌아올 수 있습니다.,"Spróbuj zmienić kąt nachylenia rampy albo wydłużyć ją lub skrócić. Gdy rampa spełni twoje oczekiwania i zechcesz zakończyć wprowadzenie, naciśnij przycisk Zakończ w tym oknie. Zawsze możesz tu wrócić, otwierając projekt na stronie początkowej.","Tente alterar a rampa para outro ângulo, ou torná-la mais longa ou mais curta. Quando você estiver feliz com a sua rampa e quiser completar a introdução, clique em Concluir nessa janela. Você sempre pode voltar abrindo o projeto novamente a partir da página inicial.",,ลองเปลี่ยนทางลาดของคุณไปยังอีกมุม หรือทำให้มันยาวขึ้นหรือสั้นลง เมื่อคุณพอใจกับทางลาดของคุณแล้วและต้องการทำการทัวร์ให้เสร็จสิ้น ให้กดเสร็จสิ้นบนหน้าต่างนี้ คุณสามารถกลับมาที่นี่ได้เสมอด้วยการเปิดโปรเจ็กต์ขึ้นมาอีกครั้งจากหน้าเริ่มต้น,Rampanın açısını değiştirmeyi veya boyunu uzatmayı ya da kısaltmayı dene. Rampandan memnun kalıp turu tamamlamak istediğinde bu penceredeki Bitir seçeneğine tıkla. Başlangıç sayfasından projeyi tekrar açarak istediğin zaman geri dönebilirsin.,"Hãy thử thay đổi đường dốc của bạn sang một góc khác, hoặc thay đổi độ dài của đường dốc. Khi bạn hài lòng với đường dốc của mình và muốn hoàn tất chuyến tham quan, hãy nhấn Kết Thúc trên cửa sổ này. Bạn luôn có thể quay lại bằng cách mở lại dự án từ trang Bắt Đầu.",,,嘗試將您的斜坡變更成其他角度，或變更長度。滿意斜坡並想完成導覽的話，請按下此視窗的「完成」。您可以隨時從「開始」頁面再次開啟專案來返回此處。
Studio.Tutorials.StudioTour3.topic_parts,,,Parts,Parts,,Teile,Piezas,Parties,पार्ट्स,Komponen,Parti,パーツ,파트,Części,Partes,,ชิ้นส่วน,Parçalar,Bộ Phận,,,零件
Studio.Tutorials.StudioTour3.topic_marketplace,,,Creator Store,Creator Store,,Creator Store,Tienda de creadores,Boutique du créateur,क्रिएटर स्टोर,Toko Kreator,Negozio creatore,クリエーターストア,크리에이터 상점,Sklep dla twórców,Loja do Criador,,ร้านค้าครีเอเตอร์,Yaratıcı Mağazası,Cửa Hàng Nhà Sáng Tạo,创作者商店,创作者商店,創作者商店
Studio.Tutorials.StudioTour3.topic_selection,,,Selection,Selection,,Auswahl,Selección,Sélection,सिलेक्शन,Pilihan,Selezione,選択肢,선택,Zaznaczenie,Seleção,,การเลือก,Seçim,Lựa Chọn,,,選擇區塊
Studio.Tutorials.StudioTour3.topic_playtest,,,Playtest,Playtest,,Spiel testen,Prueba del juego,Test de jeu,प्ले-टेस्ट,Playtest,Test di giocabilità,プレイテスト,플레이테스트,Test rozgrywki,Teste de jogo,,การทดลองเล่น,Oynanış Testi,Chơi Thử,,,試玩
Studio.Tutorials.Plugin.Finish,,,Finish,Finish,,Abschließen,Finalizar,Terminer,समाप्त,Selesai,Termina,終了,완료,Zakończ,Finalizar,,เสร็จสิ้น,Bitir,Hoàn Thành,,,完成
Studio.Tutorials.StudioTour3.save_Title,,,Save your Experience,Save your Experience,,Speichere dein Erlebnis,Guarda tu experiencia,Sauvegarder ton expérience,अपना एक्सपीरिएंस सेव करें,Simpan Pengalaman Virtualmu,Salva la tua Esperienza,バーチャル空間を保存,체험을 저장하세요,Zapisz projekt,Salve sua experiência,,บันทึกประสบการณ์ของคุณ,Deneyimini kaydet,Lưu trải nghiệm của bạn,,,儲存您的體驗
Studio.Tutorials.StudioTour3.save_Compliment,,,Ready to go!,Ready to go!,,Es kann losgehen!,¡Listo!,Tout est paré!,तैयार!,Siap dimainkan!,È tutto pronto!,準備完了！,준비가 끝났어요!,Gotowe!,Pronto para começar!,,พร้อมที่จะลุย!,Hazırsın!,Sẵn sàng chơi!,,,準備好了！
Studio.Tutorials.StudioTour3.save_Description,,,Click File > Save to Roblox to store your progress. You can open your saved projects from the Start screen.,Click File > Save to Roblox to store your progress. You can open your saved projects from the Start screen.,,"Klicke auf Datei > Auf Roblox speichern, um deinen Fortschritt zu speichern. Du kannst deine gespeicherten Projekte über den Startbildschirm öffnen.",Haz clic en Archivo > Guardar en Roblox para almacenar tu progreso. Puedes abrir tus proyectos guardados desde la pantalla de Inicio.,Cliquez sur Fichier > Enregistrer dans Roblox pour enregistrer ta progression. Tu pourras ouvrir tes projets enregistrés à partir de l'écran Démarrer.,"अपनी प्रगति स्टोर करने के लिए, 'फ़ाइल > Roblox पर सेव करें' पर क्लिक करें. सेव किए गए प्रोजेक्ट 'स्टार्ट' स्क्रीन से खोले जा सकते हैं.",Klik File > Simpan ke Roblox untuk menyimpan progresmu. Kamu bisa membuka proyek tersimpan dari layar Mulai.,Fai clic su File > Salva su Roblox per salvare i tuoi progressi. Puoi aprire i progetti salvati dalla schermata d'inizio.,過去の作業内容を保存するには、[ファイル] > Robloxに [保存] をクリック。開始画面から保存済みのプロジェクトを開くことができます。,'파일 > Roblox에 저장'을 클릭해 진행도를 저장하세요. 저장한 프로젝트는 시작 화면에서 열 수 있습니다.,"Kliknij Plik > Zapisz na platformie Roblox, aby zapisać postępy. Zapisane projekty możesz otworzyć z ekranu startowego.",Clique em Arquivo > Salvar na Roblox para armazenar seu progresso. Você pode abrir seus projetos salvos na tela inicial.,,คลิกที่ ไฟล์ > บันทึกไปยัง Roblox เพื่อบันทึกความคืบหน้าของคุณ คุณสามารถเปิดโปรเจ็กต์ที่บันทึกไว้ของคุณได้จากหน้าจอเริ่มต้น,İlerlemeni korumak için Dosya > Kaydet adımlarını izle. Kayıtlı projelerini Başlangıç ekranından açabilirsin.,Nhấn vào Tệp > Lưu vào Roblox để lưu lại tiến trình của bạn. Bạn có thể mở các dự án đã lưu của mình từ màn hình Bắt Đầu.,,,按一下「檔案」>「儲存至 Roblox」來儲存您的進度。您可以從「開始」畫面開啟您儲存的專案。
